epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,23.4852,1.30427,1.0013,1.18472,0.99867,1,0.995,0.67265,1.14546,1.08589,1.04903,0.0017426,0.0017426,0.0017426
15,25.1169,1.16803,0.93061,1.1105,0.96749,0.8504,0.93791,0.58104,1.29669,1.33182,1.09294,0.0017228,0.0017228,0.0017228
16,26.7316,1.19643,0.9016,1.12074,0.13274,0.08571,0.0456,0.03307,2.26159,3.57647,2.08839,0.001703,0.001703,0.001703
17,28.3457,1.15674,1.05568,1.13861,0.00727,0.68571,0.00655,0.00272,2.4604,3.64218,2.56632,0.0016832,0.0016832,0.0016832
18,29.9665,1.21561,0.8815,1.13507,0.00152,0.14286,0.00087,0.0002,3.75248,4.15535,4.80514,0.0016634,0.0016634,0.0016634
19,31.588,1.09906,0.86131,1.16398,0.00152,0.14286,0.00087,0.0002,4.83867,4.29895,6.77899,0.0016436,0.0016436,0.0016436
20,33.2057,1.10622,0.83176,1.10888,0.00152,0.14286,0.00087,0.0002,5.13799,4.63329,7.50064,0.0016238,0.0016238,0.0016238
21,34.8313,1.16013,0.80321,1.13637,0.20785,0.17143,0.08792,0.03583,2.79017,3.07621,2.4018,0.001604,0.001604,0.001604
22,36.4668,1.16419,0.79742,1.12774,0.72702,1,0.7683,0.5283,1.13275,1.73474,1.03032,0.0015842,0.0015842,0.0015842
23,38.0954,1.21081,0.88318,1.16438,0.97798,0.97143,0.97749,0.62874,1.15434,0.97201,1.06333,0.0015644,0.0015644,0.0015644
24,39.7285,1.17538,0.85948,1.15672,0.97089,1,0.995,0.67646,1.10491,0.79632,1.04759,0.0015446,0.0015446,0.0015446
25,41.3774,1.1482,0.79622,1.14323,0.97906,1,0.995,0.66902,1.11554,0.838,1.04017,0.0015248,0.0015248,0.0015248
26,43.0119,1.1569,0.77989,1.15246,0.96857,1,0.98639,0.65474,1.06055,0.83601,1.00209,0.001505,0.001505,0.001505
27,44.636,1.21744,0.77819,1.14401,0.96985,1,0.99278,0.68925,1.07272,0.78919,1.0357,0.0014852,0.0014852,0.0014852
28,46.2778,1.09156,0.75401,1.10369,0.99383,1,0.995,0.68357,1.11878,0.69369,1.04087,0.0014654,0.0014654,0.0014654
29,47.8961,1.07753,0.72679,1.09847,0.9435,1,0.97152,0.65102,1.17567,0.67975,1.06003,0.0014456,0.0014456,0.0014456
30,49.5116,1.1629,0.75301,1.11478,0.97013,1,0.96806,0.64631,1.21032,0.64248,1.06455,0.0014258,0.0014258,0.0014258
31,51.1373,1.14435,0.79295,1.15747,0.96363,1,0.96972,0.66465,1.16985,0.71623,1.05165,0.001406,0.001406,0.001406
32,52.7537,1.18051,0.74076,1.13856,0.96659,1,0.99361,0.67592,1.1377,0.81553,1.04277,0.0013862,0.0013862,0.0013862
33,54.3803,1.14263,0.72391,1.11096,0.9716,1,0.99194,0.67236,1.12924,0.81893,1.04762,0.0013664,0.0013664,0.0013664
34,56.0091,1.07869,0.6744,1.0863,0.96031,0.97143,0.98028,0.69024,1.11527,0.76963,1.0329,0.0013466,0.0013466,0.0013466
35,57.6425,1.12835,0.7024,1.09642,0.80052,0.97143,0.89244,0.6212,1.07189,0.73646,1.02476,0.0013268,0.0013268,0.0013268
36,59.2602,1.17692,0.71166,1.1496,0.64627,1,0.66296,0.4531,1.07805,0.88318,1.01761,0.001307,0.001307,0.001307
37,60.88,1.1246,0.72941,1.12522,0.33195,0.97143,0.33523,0.22611,1.0904,2.29723,1.01352,0.0012872,0.0012872,0.0012872
38,62.4966,1.0992,0.65739,1.10086,0.96296,1,0.96889,0.69334,1.13173,0.66896,1.02502,0.0012674,0.0012674,0.0012674
39,64.1262,1.18111,1.3804,1.19258,0.97218,0.99859,0.96736,0.64647,1.20029,0.64387,1.05253,0.0012476,0.0012476,0.0012476
40,65.7544,1.19975,0.90882,1.17697,0.99762,0.97143,0.99342,0.63803,1.21587,0.59055,1.06615,0.0012278,0.0012278,0.0012278
41,67.369,1.22316,0.72733,1.17362,1,0.96919,0.99392,0.63516,1.19999,0.5986,1.05014,0.001208,0.001208,0.001208
42,68.985,1.08705,0.69207,1.10442,0.99968,1,0.995,0.65032,1.17076,0.56299,1.05419,0.0011882,0.0011882,0.0011882
43,70.5989,1.15039,0.68779,1.16071,0.99735,1,0.995,0.67745,1.08896,0.49324,1.01461,0.0011684,0.0011684,0.0011684
44,72.2166,1.13876,0.69847,1.1244,0.97173,1,0.995,0.66786,1.1343,0.51331,1.01501,0.0011486,0.0011486,0.0011486
45,73.8347,1.13272,0.65896,1.12513,0.97037,1,0.96889,0.65115,1.17122,0.52432,1.02254,0.0011288,0.0011288,0.0011288
46,75.4594,1.08875,0.69367,1.14445,0.97011,1,0.96736,0.68825,1.12279,0.53295,1.00931,0.001109,0.001109,0.001109
47,77.0895,1.05301,0.59826,1.0844,0.96759,1,0.96806,0.68819,1.08929,0.54827,1.01095,0.0010892,0.0010892,0.0010892
48,78.7098,1.10654,0.62604,1.13912,0.96635,1,0.96972,0.68463,1.13449,0.57647,1.02938,0.0010694,0.0010694,0.0010694
49,80.3281,1.05511,0.60555,1.09236,0.96048,1,0.99111,0.679,1.14393,0.63231,1.0322,0.0010496,0.0010496,0.0010496
50,81.961,1.09253,0.60572,1.10081,0.955,1,0.99361,0.5973,1.35979,0.80216,1.11646,0.0010298,0.0010298,0.0010298
51,83.5921,1.09394,0.63414,1.09128,0.68274,0.97143,0.7858,0.50607,1.17939,1.26301,1.06369,0.00101,0.00101,0.00101
52,85.2258,1.09979,0.62489,1.07679,0.87452,1,0.92611,0.64779,1.08734,0.69544,1.01163,0.0009902,0.0009902,0.0009902
53,86.8522,1.06379,0.59585,1.08995,0.96964,1,0.99194,0.71043,1.07349,0.48098,1.01077,0.0009704,0.0009704,0.0009704
54,88.5096,1.08427,0.61173,1.07695,0.97177,1,0.995,0.70513,1.08704,0.46948,1.01203,0.0009506,0.0009506,0.0009506
55,90.1434,1.1163,0.6757,1.1298,1,0.99947,0.995,0.65244,1.1898,0.51174,1.04593,0.0009308,0.0009308,0.0009308
56,91.767,1.08512,0.61424,1.108,0.99943,1,0.995,0.61846,1.3047,0.51867,1.08717,0.000911,0.000911,0.000911
57,93.3933,1.12342,0.58946,1.11066,0.98482,1,0.995,0.64825,1.22335,0.52705,1.05362,0.0008912,0.0008912,0.0008912
58,95.0372,1.0523,0.58856,1.06752,0.91344,1,0.9659,0.63141,1.25131,0.62148,1.06153,0.0008714,0.0008714,0.0008714
59,96.6595,1.05349,0.58208,1.10964,0.87016,1,0.89551,0.60914,1.21035,0.77424,1.05933,0.0008516,0.0008516,0.0008516
60,98.281,1.0262,0.58948,1.07655,0.91787,1,0.91842,0.63476,1.10483,0.55603,1.02531,0.0008318,0.0008318,0.0008318
61,99.9023,1.04837,0.57973,1.0934,0.72514,1,0.88295,0.6293,1.10256,0.70544,1.02486,0.000812,0.000812,0.000812
62,101.536,1.06543,0.57453,1.0811,0.59798,1,0.61034,0.4215,1.08548,1.07773,1.01066,0.0007922,0.0007922,0.0007922
63,103.155,1.1033,0.57351,1.14573,0.60018,1,0.6425,0.44227,1.10293,0.85827,1.01981,0.0007724,0.0007724,0.0007724
64,104.788,1.03153,0.561,1.0601,0.95664,1,0.96889,0.67339,1.08625,0.52968,1.01426,0.0007526,0.0007526,0.0007526
65,106.415,1.04818,0.55565,1.10398,0.96942,1,0.96889,0.67638,1.07642,0.49617,1.01633,0.0007328,0.0007328,0.0007328
66,108.034,1.05171,0.58685,1.1125,0.97027,1,0.96972,0.67347,1.11705,0.5145,1.03659,0.000713,0.000713,0.000713
67,109.66,1.04605,0.57321,1.08736,0.97016,1,0.97361,0.68686,1.11487,0.50829,1.03249,0.0006932,0.0006932,0.0006932
68,111.291,1.02773,0.55113,1.06291,0.97015,1,0.97694,0.69177,1.10026,0.48729,1.02422,0.0006734,0.0006734,0.0006734
69,112.919,1.03835,0.55417,1.08402,0.97029,1,0.97444,0.69802,1.09275,0.45867,1.00816,0.0006536,0.0006536,0.0006536
70,114.546,1.06235,0.60229,1.12097,0.97083,1,0.96889,0.68077,1.11956,0.45155,1.00493,0.0006338,0.0006338,0.0006338
71,116.178,1.04132,0.54056,1.10668,0.97219,0.99892,0.96736,0.63518,1.17654,0.4616,1.02787,0.000614,0.000614,0.000614
72,117.795,1.04169,0.52851,1.08354,0.97219,1,0.97833,0.66036,1.18423,0.47351,1.04013,0.0005942,0.0005942,0.0005942
73,119.426,1.05182,0.56915,1.09046,0.97219,1,0.995,0.69323,1.13799,0.45403,1.03106,0.0005744,0.0005744,0.0005744
74,121.059,0.98995,0.54462,1.0557,0.98874,1,0.995,0.69819,1.08739,0.42685,1.00528,0.0005546,0.0005546,0.0005546
75,122.684,1.02715,0.5284,1.08737,0.97597,1,0.995,0.70186,1.09693,0.42523,1.00528,0.0005348,0.0005348,0.0005348
76,124.309,1.04036,0.56948,1.09129,0.97044,1,0.99278,0.70769,1.12339,0.43062,1.02362,0.000515,0.000515,0.000515
77,125.94,1.03438,0.56085,1.0702,0.97039,1,0.97278,0.68237,1.09603,0.42594,1.00963,0.0004952,0.0004952,0.0004952
78,127.57,1.02854,0.5466,1.06487,0.97031,1,0.97278,0.69025,1.0888,0.41491,1.00453,0.0004754,0.0004754,0.0004754
79,129.201,1.00457,0.51206,1.06304,0.97039,1,0.98722,0.70643,1.07123,0.42339,0.99371,0.0004556,0.0004556,0.0004556
80,130.829,1.06077,0.55411,1.13732,0.97038,1,0.99028,0.6881,1.12316,0.43753,1.00298,0.0004358,0.0004358,0.0004358
81,132.466,1.02322,0.52339,1.07585,0.97042,1,0.99028,0.69891,1.15564,0.43979,1.018,0.000416,0.000416,0.000416
82,134.099,1.01772,0.5336,1.10259,0.9705,1,0.98556,0.69409,1.12584,0.42679,1.02091,0.0003962,0.0003962,0.0003962
83,135.758,1.07233,0.54592,1.14454,0.97053,1,0.97833,0.69165,1.10394,0.41953,1.01402,0.0003764,0.0003764,0.0003764
84,137.401,1.05224,0.53889,1.07636,0.97063,1,0.96972,0.67677,1.0854,0.42479,0.99788,0.0003566,0.0003566,0.0003566
85,139.038,0.96615,0.49587,1.04439,0.97096,1,0.96736,0.67625,1.10029,0.43166,0.99903,0.0003368,0.0003368,0.0003368
86,140.669,0.97562,0.50338,1.06323,0.97083,1,0.96736,0.69067,1.10161,0.4334,1.00338,0.000317,0.000317,0.000317
87,142.309,1.0241,0.53006,1.07346,0.97054,1,0.96736,0.67491,1.11488,0.42763,1.00903,0.0002972,0.0002972,0.0002972
88,143.95,0.99509,0.52826,1.08541,0.97047,1,0.96736,0.67331,1.10805,0.4263,1.01182,0.0002774,0.0002774,0.0002774
89,145.597,0.99506,0.51012,1.05685,0.97042,1,0.96736,0.68115,1.09695,0.42956,1.00441,0.0002576,0.0002576,0.0002576
90,147.244,1.00554,0.53288,1.08472,0.97039,1,0.96736,0.69304,1.08771,0.43347,0.99915,0.0002378,0.0002378,0.0002378
91,149.53,0.92311,0.46956,1.06826,0.97043,1,0.96736,0.68866,1.09726,0.43624,0.99694,0.000218,0.000218,0.000218
92,151.196,0.91906,0.45801,1.03933,0.97042,1,0.96736,0.68357,1.11322,0.42964,1.00204,0.0001982,0.0001982,0.0001982
93,152.82,0.96407,0.47397,1.10387,0.9704,1,0.96736,0.6735,1.11009,0.42921,1.00564,0.0001784,0.0001784,0.0001784
94,154.441,0.96979,0.46635,1.06938,0.97045,1,0.96736,0.67719,1.10099,0.42677,1.00475,0.0001586,0.0001586,0.0001586
95,156.065,0.95902,0.452,1.08038,0.97049,1,0.96736,0.6847,1.09515,0.42474,1.00375,0.0001388,0.0001388,0.0001388
96,157.69,0.93758,0.44072,1.03748,0.9705,1,0.96736,0.6821,1.08778,0.42993,1.00384,0.000119,0.000119,0.000119
97,159.321,0.91451,0.46052,1.04311,0.97051,1,0.96736,0.682,1.08783,0.43077,1.0081,9.92e-05,9.92e-05,9.92e-05
98,160.952,0.89674,0.45123,1.03437,0.97052,1,0.96736,0.68339,1.08612,0.42701,1.0126,7.94e-05,7.94e-05,7.94e-05
99,162.604,0.90664,0.4487,1.03657,0.97052,1,0.96736,0.68449,1.08641,0.42932,1.01198,5.96e-05,5.96e-05,5.96e-05
100,164.235,0.91552,0.4319,1.0411,0.97051,1,0.96736,0.68294,1.08907,0.4282,1.01429,3.98e-05,3.98e-05,3.98e-05
