epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,303.666,0.89,0.48385,1.03445,0.97048,1,0.96806,0.69605,1.08771,0.41597,1.02033,0.00054272,0.00054272,0.00054272
186,305.326,0.908,0.43594,1.02301,0.97048,1,0.96806,0.70665,1.07904,0.40674,1.01459,0.0005348,0.0005348,0.0005348
187,306.959,0.96511,0.44378,1.06703,0.96975,1,0.96889,0.69104,1.08494,0.40774,1.02156,0.00052688,0.00052688,0.00052688
188,308.58,0.95197,0.44614,1.05238,0.9678,1,0.97278,0.6906,1.11087,0.41791,1.0285,0.00051896,0.00051896,0.00051896
189,310.198,0.94604,0.4803,1.07529,0.96463,1,0.97222,0.68926,1.12351,0.43415,1.03079,0.00051104,0.00051104,0.00051104
190,311.823,0.96233,0.44182,1.0418,0.96169,1,0.96806,0.70048,1.13343,0.44561,1.03127,0.00050312,0.00050312,0.00050312
191,313.456,0.955,0.47067,1.03929,0.96593,1,0.96806,0.65337,1.20473,0.4356,1.05587,0.0004952,0.0004952,0.0004952
192,315.087,0.92623,0.44183,1.04104,0.94274,1,0.96736,0.67732,1.16391,0.45825,1.03724,0.00048728,0.00048728,0.00048728
193,316.78,0.94372,0.44833,1.04939,0.93213,1,0.9614,0.67734,1.13821,0.52352,1.02766,0.00047936,0.00047936,0.00047936
194,318.473,0.92844,0.4336,1.02409,0.90463,1,0.96736,0.66809,1.15481,0.55566,1.03905,0.00047144,0.00047144,0.00047144
195,320.115,0.92578,0.43945,1.01573,0.84707,1,0.90427,0.63136,1.1373,0.68003,1.03614,0.00046352,0.00046352,0.00046352
196,321.756,0.94825,0.4629,1.08475,0.91663,1,0.97222,0.67848,1.12719,0.52791,1.03333,0.0004556,0.0004556,0.0004556
197,323.399,0.94112,0.44765,1.0286,0.96925,1,0.97056,0.68133,1.12765,0.44024,1.03237,0.00044768,0.00044768,0.00044768
198,325.048,0.9344,0.45931,1.02933,0.97044,1,0.96806,0.68302,1.14026,0.43674,1.02969,0.00043976,0.00043976,0.00043976
199,326.689,0.91313,0.44388,1.02786,0.97044,1,0.96806,0.67989,1.11701,0.42467,1.02062,0.00043184,0.00043184,0.00043184
200,328.348,0.95601,0.45505,1.07829,0.97045,1,0.96806,0.69312,1.10498,0.42303,1.01528,0.00042392,0.00042392,0.00042392
201,330.001,0.94772,0.46758,1.07486,0.97043,1,0.96806,0.7016,1.10567,0.41318,1.01108,0.000416,0.000416,0.000416
202,331.622,0.90971,0.44391,1.04973,0.97045,1,0.96806,0.68879,1.09032,0.40807,1.01268,0.00040808,0.00040808,0.00040808
203,333.253,0.90328,0.43213,1.01731,0.97045,1,0.96806,0.69043,1.09854,0.40105,1.01961,0.00040016,0.00040016,0.00040016
204,334.882,0.94408,0.51629,1.06012,0.97043,1,0.96806,0.69587,1.103,0.4028,1.02577,0.00039224,0.00039224,0.00039224
205,336.513,0.88227,0.42962,1.01933,0.97027,1,0.96806,0.68342,1.14234,0.41113,1.03804,0.00038432,0.00038432,0.00038432
206,338.16,0.87874,0.44704,1.04149,0.97027,1,0.96806,0.67296,1.15552,0.41927,1.04431,0.0003764,0.0003764,0.0003764
207,339.795,0.90469,0.4295,1.01514,0.97034,1,0.96806,0.68993,1.11151,0.40818,1.02689,0.00036848,0.00036848,0.00036848
208,341.456,0.89356,0.44069,1.04944,0.97043,1,0.96806,0.70375,1.09409,0.40566,1.01805,0.00036056,0.00036056,0.00036056
209,343.092,0.91954,0.44815,1.03988,0.97047,1,0.96806,0.70337,1.10528,0.40726,1.02346,0.00035264,0.00035264,0.00035264
210,344.722,0.93683,0.44533,1.01294,0.97047,1,0.96806,0.69619,1.11398,0.41061,1.02338,0.00034472,0.00034472,0.00034472
211,346.362,0.88676,0.42362,1.03598,0.97047,1,0.96806,0.70214,1.10145,0.40635,1.01709,0.0003368,0.0003368,0.0003368
212,347.99,0.9509,0.43888,1.02425,0.97045,1,0.96806,0.70946,1.09546,0.40244,1.01768,0.00032888,0.00032888,0.00032888
213,349.614,0.91186,0.40925,1.04946,0.97032,1,0.96806,0.69816,1.12505,0.40783,1.02603,0.00032096,0.00032096,0.00032096
214,351.24,0.94969,0.44098,1.04132,0.97015,1,0.96806,0.67999,1.14882,0.41652,1.03892,0.00031304,0.00031304,0.00031304
215,352.878,0.87556,0.39721,1.01454,0.96991,1,0.96806,0.67948,1.15259,0.42236,1.04152,0.00030512,0.00030512,0.00030512
216,354.503,0.92456,0.44799,1.03463,0.96977,1,0.96806,0.67938,1.16327,0.42734,1.03922,0.0002972,0.0002972,0.0002972
217,356.127,0.9014,0.41674,1.03694,0.96991,1,0.96806,0.67675,1.16382,0.42991,1.03584,0.00028928,0.00028928,0.00028928
218,357.759,0.8748,0.44816,1.01774,0.97019,1,0.96806,0.67811,1.16755,0.43119,1.03461,0.00028136,0.00028136,0.00028136
219,359.401,0.88424,0.40949,1.0266,0.97023,1,0.96806,0.68293,1.15964,0.42183,1.0352,0.00027344,0.00027344,0.00027344
220,361.061,0.88744,0.43496,1.02127,0.9703,1,0.96806,0.68929,1.15184,0.4154,1.03734,0.00026552,0.00026552,0.00026552
221,362.689,0.90783,0.43919,1.02922,0.97042,1,0.96806,0.68712,1.14723,0.41063,1.04155,0.0002576,0.0002576,0.0002576
222,364.32,0.92138,0.4242,1.03392,0.97045,1,0.96806,0.69867,1.16762,0.40838,1.04864,0.00024968,0.00024968,0.00024968
223,365.952,0.87184,0.41205,1.03367,0.97049,1,0.96806,0.6832,1.17688,0.41248,1.05201,0.00024176,0.00024176,0.00024176
224,367.583,0.89225,0.41232,1.0205,0.97047,1,0.96806,0.68039,1.18123,0.41741,1.05486,0.00023384,0.00023384,0.00023384
225,369.224,0.91871,0.42985,1.02822,0.97051,1,0.96806,0.69076,1.16888,0.41407,1.04472,0.00022592,0.00022592,0.00022592
226,370.86,0.87575,0.41821,1.02693,0.97051,1,0.96806,0.68662,1.16062,0.41841,1.03722,0.000218,0.000218,0.000218
227,372.495,0.91485,0.43425,1.02739,0.9705,1,0.96806,0.68734,1.15878,0.41967,1.04085,0.00021008,0.00021008,0.00021008
228,374.134,0.88977,0.41635,1.01249,0.97048,1,0.96806,0.66993,1.16001,0.41709,1.04661,0.00020216,0.00020216,0.00020216
229,375.774,0.85868,0.40045,0.99998,0.97047,1,0.96806,0.6781,1.15578,0.41816,1.04739,0.00019424,0.00019424,0.00019424
230,377.416,0.88798,0.40868,1.02469,0.9705,1,0.96806,0.68174,1.15191,0.41607,1.04628,0.00018632,0.00018632,0.00018632
